word,neg,neu,pos,compound,sentiment_cat
interested,0.0,0.0,1.0,0.4019,5
interesting,0.0,0.0,1.0,0.4019,5
interfering,0.0,1.0,0.0,0.0,3
intimate,0.0,1.0,0.0,0.0,3
intimidating,1.0,0.0,0.0,-0.4404,1
intolerant,0.0,1.0,0.0,0.0,3
intransigent,0.0,1.0,0.0,0.0,3
intrepid,0.0,1.0,0.0,0.0,3
intricate,0.0,0.0,1.0,0.1531,4
introspective,0.0,1.0,0.0,0.0,3
introverted,0.0,1.0,0.0,0.0,3
intrusive,0.0,1.0,0.0,0.0,3
intuiting,0.0,1.0,0.0,0.0,3
intuitive,0.0,1.0,0.0,0.0,3
invalidating,0.0,1.0,0.0,0.0,3
invariable,0.0,1.0,0.0,0.0,3
inventive,0.0,1.0,0.0,0.0,3
invidious,0.0,1.0,0.0,0.0,3
invincible,0.0,0.0,1.0,0.4939,5
inviting,0.0,0.0,1.0,0.3182,4
involved,0.0,1.0,0.0,0.0,3
inward,0.0,1.0,0.0,0.0,3
irascible,0.0,1.0,0.0,0.0,3
iron-hearted,0.0,1.0,0.0,0.0,3
ironical,0.0,1.0,0.0,0.0,3
irrational,1.0,0.0,0.0,-0.34,2
irreformable,0.0,1.0,0.0,0.0,3
irreligious,0.0,1.0,0.0,0.0,3
irrepressible,0.0,1.0,0.0,0.0,3
irresolute,1.0,0.0,0.0,-0.34,2
irresponsible,1.0,0.0,0.0,-0.4404,1
irrestrainable,0.0,1.0,0.0,0.0,3
irreverent,0.0,1.0,0.0,0.0,3
irritable,1.0,0.0,0.0,-0.4767,1
irritated,1.0,0.0,0.0,-0.4588,1
irritating,1.0,0.0,0.0,-0.4588,1
jabbering,0.0,1.0,0.0,0.0,3
jaded,1.0,0.0,0.0,-0.3818,2
jaunty,0.0,0.0,1.0,0.296,4
jazzy,0.0,1.0,0.0,0.0,3
jealous,1.0,0.0,0.0,-0.4588,1
jeering,0.0,1.0,0.0,0.0,3
jocular,0.0,0.0,1.0,0.296,4
jolly,0.0,0.0,1.0,0.5106,5
jovial,0.0,0.0,1.0,0.4404,5
joyful,0.0,0.0,1.0,0.5994,5
joyless,1.0,0.0,0.0,-0.5423,1
joyous,0.0,0.0,1.0,0.6249,5
judgmental,0.0,1.0,0.0,0.0,3
judicious,0.0,1.0,0.0,0.0,3
jumpy,1.0,0.0,0.0,-0.25,2
just,0.0,1.0,0.0,0.0,3
juvenile,0.0,1.0,0.0,0.0,3
keen,0.0,0.0,1.0,0.3612,4
kind,0.0,0.0,1.0,0.5267,5
kindhearted,0.0,1.0,0.0,0.0,3
kindly,0.0,0.0,1.0,0.4939,5
kingly,0.0,1.0,0.0,0.0,3
kinky,0.0,1.0,0.0,0.0,3
kittenish,0.0,1.0,0.0,0.0,3
knavish,0.0,1.0,0.0,0.0,3
know-it-all,0.0,1.0,0.0,0.0,3
knowledgeable,0.0,1.0,0.0,0.0,3
labile,0.0,1.0,0.0,0.0,3
lachrymose,0.0,1.0,0.0,0.0,3
lackadaisical,1.0,0.0,0.0,-0.3818,2
lackluster,0.0,1.0,0.0,0.0,3
laconic,0.0,1.0,0.0,0.0,3
ladylike,0.0,1.0,0.0,0.0,3
laid-back,0.0,1.0,0.0,0.0,3
lamblike,0.0,1.0,0.0,0.0,3
languid,0.0,1.0,0.0,0.0,3
larcenous,0.0,1.0,0.0,0.0,3
lascivious,0.0,1.0,0.0,0.0,3
laughing,0.0,0.0,1.0,0.4939,5
laughterless,0.0,1.0,0.0,0.0,3
lavish,0.0,1.0,0.0,0.0,3
law-abiding,0.0,1.0,0.0,0.0,3
lawless,0.0,1.0,0.0,0.0,3
lax,0.0,1.0,0.0,0.0,3
lazy,1.0,0.0,0.0,-0.3612,2
leadable,0.0,1.0,0.0,0.0,3
learned,0.0,1.0,0.0,0.0,3
lecherous,0.0,1.0,0.0,0.0,3
lecturing,0.0,1.0,0.0,0.0,3
leering,0.0,1.0,0.0,0.0,3
left-handed,0.0,1.0,0.0,0.0,3
legalistic,0.0,1.0,0.0,0.0,3
leisureless,0.0,1.0,0.0,0.0,3
leisurely,0.0,1.0,0.0,0.0,3
lenient,0.0,0.0,1.0,0.2732,4
lethargic,1.0,0.0,0.0,-0.296,2
levelheaded,0.0,1.0,0.0,0.0,3
lewd,0.0,1.0,0.0,0.0,3
liberal,0.0,1.0,0.0,0.0,3
liberated,0.0,1.0,0.0,0.0,3
libidinous,0.0,1.0,0.0,0.0,3
licentious,0.0,1.0,0.0,0.0,3
lifeless,0.0,1.0,0.0,0.0,3
life-weary,0.0,1.0,0.0,0.0,3
lighthearted,0.0,0.0,1.0,0.4215,5
likeable,0.0,0.0,1.0,0.4588,5
lily-livered,0.0,1.0,0.0,0.0,3
lion-hearted,0.0,1.0,0.0,0.0,3
listless,0.0,1.0,0.0,0.0,3
literal,0.0,1.0,0.0,0.0,3
literary,0.0,1.0,0.0,0.0,3
literate,0.0,1.0,0.0,0.0,3
little,0.0,1.0,0.0,0.0,3
live,0.0,1.0,0.0,0.0,3
lively,0.0,0.0,1.0,0.4404,5
logical,0.0,1.0,0.0,0.0,3
lonely,1.0,0.0,0.0,-0.3612,2
lonesome,1.0,0.0,0.0,-0.3612,2
longing,1.0,0.0,0.0,-0.0258,2
long-suffering,0.0,1.0,0.0,0.0,3
long-winded,0.0,1.0,0.0,0.0,3
loony,0.0,1.0,0.0,0.0,3
loopy,0.0,1.0,0.0,0.0,3
loose,1.0,0.0,0.0,-0.3182,2
loose-tongued,0.0,1.0,0.0,0.0,3
loquacious,0.0,1.0,0.0,0.0,3
lordly,0.0,1.0,0.0,0.0,3
loud,0.0,1.0,0.0,0.0,3
loudmouthed,0.0,1.0,0.0,0.0,3
loutish,0.0,1.0,0.0,0.0,3
lovable,0.0,0.0,1.0,0.6124,5
loveless,0.0,1.0,0.0,0.0,3
lovely,0.0,0.0,1.0,0.5859,5
loving,0.0,0.0,1.0,0.5994,5
lowbrow,1.0,0.0,0.0,-0.4404,1
low-key,0.0,1.0,0.0,0.0,3
loyal,0.0,0.0,1.0,0.4767,5
lucid,0.0,1.0,0.0,0.0,3
luckless,1.0,0.0,0.0,-0.3182,2
lucky,0.0,0.0,1.0,0.4215,5
lugubrious,1.0,0.0,0.0,-0.4767,1
lukewarm,0.0,1.0,0.0,0.0,3
lustful,0.0,1.0,0.0,0.0,3
lustless,0.0,1.0,0.0,0.0,3
lusty,0.0,1.0,0.0,0.0,3
luxurious,0.0,1.0,0.0,0.0,3
lyrical,0.0,1.0,0.0,0.0,3
macabre,0.0,1.0,0.0,0.0,3
mad,1.0,0.0,0.0,-0.4939,1
magisterial,0.0,1.0,0.0,0.0,3
magnanimous,0.0,1.0,0.0,0.0,3
magnetic,0.0,1.0,0.0,0.0,3
maladjusted,0.0,1.0,0.0,0.0,3
maladroit,0.0,1.0,0.0,0.0,3
malcontented,0.0,1.0,0.0,0.0,3
malevolent,0.0,1.0,0.0,0.0,3
malicious,0.0,1.0,0.0,0.0,3
malingering,0.0,1.0,0.0,0.0,3
malleable,0.0,1.0,0.0,0.0,3
maniacal,1.0,0.0,0.0,-0.0772,2
manipulable,0.0,1.0,0.0,0.0,3
manipulative,0.0,1.0,0.0,0.0,3
manly,0.0,1.0,0.0,0.0,3
mannerless,0.0,1.0,0.0,0.0,3
mannerly,0.0,1.0,0.0,0.0,3
mannish,0.0,1.0,0.0,0.0,3
many-sided,0.0,1.0,0.0,0.0,3
masculine,0.0,1.0,0.0,0.0,3
masochistic,1.0,0.0,0.0,-0.4939,1
matchmaking,0.0,1.0,0.0,0.0,3
materialistic,0.0,1.0,0.0,0.0,3
maternal,0.0,1.0,0.0,0.0,3
mathematical,0.0,1.0,0.0,0.0,3
matriarchal,0.0,1.0,0.0,0.0,3
matronly,0.0,1.0,0.0,0.0,3
matter-of-fact,0.0,1.0,0.0,0.0,3
mature,0.0,0.0,1.0,0.4215,5
maudlin,0.0,1.0,0.0,0.0,3
mawkish,0.0,1.0,0.0,0.0,3
mean,0.0,1.0,0.0,0.0,3
meandering,0.0,1.0,0.0,0.0,3
mean-spirited,0.0,1.0,0.0,0.0,3
mechanistic,0.0,1.0,0.0,0.0,3
meddlesome,0.0,1.0,0.0,0.0,3
meddling,0.0,1.0,0.0,0.0,3
meditative,0.0,0.0,1.0,0.34,4
meek,0.0,1.0,0.0,0.0,3
megalomaniacal,0.0,1.0,0.0,0.0,3
melancholic,1.0,0.0,0.0,-0.0772,2
melancholy,1.0,0.0,0.0,-0.4404,1
mellow,0.0,1.0,0.0,0.0,3
melodramatic,0.0,1.0,0.0,0.0,3
menacing,0.0,1.0,0.0,0.0,3
mendacious,0.0,1.0,0.0,0.0,3
mendicant,0.0,1.0,0.0,0.0,3
mentoring,0.0,1.0,0.0,0.0,3
mercenary,0.0,1.0,0.0,0.0,3
merciful,0.0,1.0,0.0,0.0,3
merciless,0.0,1.0,0.0,0.0,3
mercurial,0.0,1.0,0.0,0.0,3
merry,0.0,0.0,1.0,0.5423,5
messy,1.0,0.0,0.0,-0.3612,2
methodical,0.0,0.0,1.0,0.1531,4
meticulous,0.0,1.0,0.0,0.0,3
middle-aged,0.0,1.0,0.0,0.0,3
middle-class,0.0,1.0,0.0,0.0,3
mild,0.0,1.0,0.0,0.0,3
mild-hearted,0.0,1.0,0.0,0.0,3
militant,0.0,1.0,0.0,0.0,3
militaristic,0.0,1.0,0.0,0.0,3
mindful,0.0,1.0,0.0,0.0,3
minimizing,0.0,1.0,0.0,0.0,3
ministerial,0.0,1.0,0.0,0.0,3
ministrative,0.0,1.0,0.0,0.0,3
mirthful,0.0,0.0,1.0,0.5719,5
mirthless,0.0,1.0,0.0,0.0,3
misanthropic,0.0,1.0,0.0,0.0,3
mischievous,0.0,1.0,0.0,0.0,3
miserable,1.0,0.0,0.0,-0.4939,1
miserly,1.0,0.0,0.0,-0.34,2
misleadable,0.0,1.0,0.0,0.0,3
mistrustful,0.0,1.0,0.0,0.0,3
mocking,1.0,0.0,0.0,-0.4019,1
moderate,0.0,1.0,0.0,0.0,3
modern,0.0,1.0,0.0,0.0,3
modest,0.0,1.0,0.0,0.0,3
moldable,0.0,1.0,0.0,0.0,3
money-grubbing,0.0,1.0,0.0,0.0,3
monkish,0.0,1.0,0.0,0.0,3
monosyllabic,0.0,1.0,0.0,0.0,3
monotonous,0.0,1.0,0.0,0.0,3
moody,1.0,0.0,0.0,-0.3612,2
moony,0.0,1.0,0.0,0.0,3
moping,1.0,0.0,0.0,-0.25,2
moral,0.0,1.0,0.0,0.0,3
moralistic,0.0,1.0,0.0,0.0,3
moralizing,0.0,1.0,0.0,0.0,3
morbid,0.0,1.0,0.0,0.0,3
moronic,1.0,0.0,0.0,-0.5719,1
morose,0.0,1.0,0.0,0.0,3
mothering,0.0,1.0,0.0,0.0,3
motherly,0.0,1.0,0.0,0.0,3
motley,0.0,1.0,0.0,0.0,3
mousy,0.0,1.0,0.0,0.0,3
mouthy,0.0,1.0,0.0,0.0,3
muddle-headed,0.0,1.0,0.0,0.0,3
mulish,0.0,1.0,0.0,0.0,3
mumbling,0.0,1.0,0.0,0.0,3
mundane,0.0,1.0,0.0,0.0,3
munificent,0.0,1.0,0.0,0.0,3
murderous,1.0,0.0,0.0,-0.6369,1
muscular,0.0,1.0,0.0,0.0,3
mushy,0.0,1.0,0.0,0.0,3
musical,0.0,1.0,0.0,0.0,3
mussy,0.0,1.0,0.0,0.0,3
mutinous,0.0,1.0,0.0,0.0,3
mysterious,0.0,1.0,0.0,0.0,3
mystical,0.0,1.0,0.0,0.0,3
nagging,1.0,0.0,0.0,-0.4019,1
naive,1.0,0.0,0.0,-0.2732,2
namby-pamby,0.0,1.0,0.0,0.0,3
narrow,0.0,1.0,0.0,0.0,3
narrow-minded,0.0,1.0,0.0,0.0,3
nasty,1.0,0.0,0.0,-0.5574,1
nationalistic,0.0,1.0,0.0,0.0,3
natural,0.0,0.0,1.0,0.3612,4
naughty,0.0,1.0,0.0,0.0,3
neat,0.0,0.0,1.0,0.4588,5
needy,1.0,0.0,0.0,-0.34,2
nefarious,0.0,1.0,0.0,0.0,3
negative,1.0,0.0,0.0,-0.5719,1
negativistic,0.0,1.0,0.0,0.0,3
neglected,1.0,0.0,0.0,-0.5267,1
neglectful,1.0,0.0,0.0,-0.4588,1
neglecting,1.0,0.0,0.0,-0.4019,1
negligent,0.0,1.0,0.0,0.0,3
neighborly,0.0,1.0,0.0,0.0,3
nervous,1.0,0.0,0.0,-0.2732,2
nervy,0.0,1.0,0.0,0.0,3
neurotic,1.0,0.0,0.0,-0.34,2
neutral,0.0,1.0,0.0,0.0,3
nice,0.0,0.0,1.0,0.4215,5
niggardly,0.0,1.0,0.0,0.0,3
nihilistic,0.0,1.0,0.0,0.0,3
nimble-witted,0.0,1.0,0.0,0.0,3
noble,0.0,0.0,1.0,0.4588,5
nocturnal,0.0,1.0,0.0,0.0,3
noisy,1.0,0.0,0.0,-0.1779,2
nonbelligerent,0.0,1.0,0.0,0.0,3
nonchalant,0.0,1.0,0.0,0.0,3
noncoercive,0.0,1.0,0.0,0.0,3
noncommittal,0.0,1.0,0.0,0.0,3
noncompliant,0.0,1.0,0.0,0.0,3
nonconforming,0.0,1.0,0.0,0.0,3
nondescript,0.0,1.0,0.0,0.0,3
nonegotistical,0.0,1.0,0.0,0.0,3
nonexplosive,0.0,1.0,0.0,0.0,3
nonhostile,0.0,1.0,0.0,0.0,3
nonimitative,0.0,1.0,0.0,0.0,3
noninterfering,0.0,1.0,0.0,0.0,3
nonirritable,0.0,1.0,0.0,0.0,3
nonpersistent,0.0,1.0,0.0,0.0,3
nonrational,0.0,1.0,0.0,0.0,3
nonreligious,0.0,1.0,0.0,0.0,3
nonrigid,0.0,1.0,0.0,0.0,3
nonsensical,0.0,1.0,0.0,0.0,3
nonspiritual,0.0,1.0,0.0,0.0,3
nonunderstanding,0.0,1.0,0.0,0.0,3
nonvariant,0.0,1.0,0.0,0.0,3
nonvocal,0.0,1.0,0.0,0.0,3
nonvolatile,0.0,1.0,0.0,0.0,3
normal,0.0,1.0,0.0,0.0,3
nosy,0.0,1.0,0.0,0.0,3
noticeable,0.0,1.0,0.0,0.0,3
nurturing,0.0,0.0,1.0,0.4588,5
nutty,0.0,1.0,0.0,0.0,3
nymphomaniacal,0.0,1.0,0.0,0.0,3
obdurate,0.0,1.0,0.0,0.0,3
obedient,0.0,1.0,0.0,0.0,3
obeying,0.0,1.0,0.0,0.0,3
objective,0.0,1.0,0.0,0.0,3
obliging,0.0,1.0,0.0,0.0,3
oblivious,0.0,1.0,0.0,0.0,3
obnoxious,1.0,0.0,0.0,-0.4588,1
obscene,1.0,0.0,0.0,-0.5859,1
obsequious,0.0,1.0,0.0,0.0,3
observant,0.0,1.0,0.0,0.0,3
obsessive,1.0,0.0,0.0,-0.2263,2
obstinate,1.0,0.0,0.0,-0.296,2
obstreperous,0.0,1.0,0.0,0.0,3
obstructive,0.0,1.0,0.0,0.0,3
obtrusive,0.0,1.0,0.0,0.0,3
obtuse,0.0,1.0,0.0,0.0,3
odd,1.0,0.0,0.0,-0.3182,2
off-color,0.0,1.0,0.0,0.0,3
offensive,1.0,0.0,0.0,-0.4588,1
officious,0.0,1.0,0.0,0.0,3
old,0.0,1.0,0.0,0.0,3
old-fashioned,0.0,1.0,0.0,0.0,3
oleaginous,0.0,1.0,0.0,0.0,3
ominous,1.0,0.0,0.0,-0.34,2
one-sided,0.0,1.0,0.0,0.0,3
opaque,0.0,1.0,0.0,0.0,3
open,0.0,1.0,0.0,0.0,3
open-ended,0.0,1.0,0.0,0.0,3
open-faced,0.0,1.0,0.0,0.0,3
open-hearted,0.0,1.0,0.0,0.0,3
open-minded,0.0,1.0,0.0,0.0,3
opinionated,0.0,1.0,0.0,0.0,3
opportunistic,1.0,0.0,0.0,-0.0258,2
optimistic,0.0,0.0,1.0,0.3182,4
orderly,0.0,1.0,0.0,0.0,3
ordinary,0.0,1.0,0.0,0.0,3
organized,0.0,1.0,0.0,0.0,3
original,0.0,0.0,1.0,0.3182,4
ornery,0.0,1.0,0.0,0.0,3
orthodox,0.0,1.0,0.0,0.0,3
ostentatious,0.0,1.0,0.0,0.0,3
otherworldly,0.0,1.0,0.0,0.0,3
other-worldly,0.0,1.0,0.0,0.0,3
outgoing,0.0,0.0,1.0,0.296,4
outraged,1.0,0.0,0.0,-0.5423,1
outspoken,0.0,1.0,0.0,0.0,3
outstanding,0.0,0.0,1.0,0.6124,5
overactive,0.0,1.0,0.0,0.0,3
overambitious,0.0,1.0,0.0,0.0,3
overanxious,0.0,1.0,0.0,0.0,3
overbearing,0.0,1.0,0.0,0.0,3
overbitter,0.0,1.0,0.0,0.0,3
overbold,0.0,1.0,0.0,0.0,3
overbookish,0.0,1.0,0.0,0.0,3
overbrave,0.0,1.0,0.0,0.0,3
overbusy,0.0,1.0,0.0,0.0,3
overcareful,0.0,1.0,0.0,0.0,3
overcaring,0.0,1.0,0.0,0.0,3
overcasual,0.0,1.0,0.0,0.0,3
overcautious,0.0,1.0,0.0,0.0,3
overcharitable,0.0,1.0,0.0,0.0,3
overcompassionate,0.0,1.0,0.0,0.0,3
overconfident,0.0,1.0,0.0,0.0,3
overconscientious,0.0,1.0,0.0,0.0,3
overcredulous,0.0,1.0,0.0,0.0,3
overcritical,0.0,1.0,0.0,0.0,3
overcunning,0.0,1.0,0.0,0.0,3
overcurious,0.0,1.0,0.0,0.0,3
overdaring,0.0,1.0,0.0,0.0,3
overdiligent,0.0,1.0,0.0,0.0,3
overeager,0.0,1.0,0.0,0.0,3
overearnest,0.0,1.0,0.0,0.0,3
overelegant,0.0,1.0,0.0,0.0,3
overemotional,0.0,1.0,0.0,0.0,3
overemphatic,0.0,1.0,0.0,0.0,3
overexcitable,0.0,1.0,0.0,0.0,3
overfastidious,0.0,1.0,0.0,0.0,3
overfearful,0.0,1.0,0.0,0.0,3
overfierce,0.0,1.0,0.0,0.0,3
overforward,0.0,1.0,0.0,0.0,3
overgreedy,0.0,1.0,0.0,0.0,3
overharsh,0.0,1.0,0.0,0.0,3
overhasty,0.0,1.0,0.0,0.0,3
overimaginative,0.0,1.0,0.0,0.0,3
overindulgent,0.0,1.0,0.0,0.0,3
overintense,0.0,1.0,0.0,0.0,3
overjealous,0.0,1.0,0.0,0.0,3
overkind,0.0,1.0,0.0,0.0,3
overlogical,0.0,1.0,0.0,0.0,3
overloud,0.0,1.0,0.0,0.0,3
overlusty,0.0,1.0,0.0,0.0,3
overmasculine,0.0,1.0,0.0,0.0,3
overmerry,0.0,1.0,0.0,0.0,3
overmodest,0.0,1.0,0.0,0.0,3
overneat,0.0,1.0,0.0,0.0,3
overnervous,0.0,1.0,0.0,0.0,3
overpartial,0.0,1.0,0.0,0.0,3
overparticular,0.0,1.0,0.0,0.0,3
overpassionate,0.0,1.0,0.0,0.0,3
overpatient,0.0,1.0,0.0,0.0,3
overprompt,0.0,1.0,0.0,0.0,3
overproud,0.0,1.0,0.0,0.0,3
overquiet,0.0,1.0,0.0,0.0,3
overrash,0.0,1.0,0.0,0.0,3
overrated,0.0,1.0,0.0,0.0,3
overrefined,0.0,1.0,0.0,0.0,3
overrelaxed,0.0,1.0,0.0,0.0,3
overrighteous,0.0,1.0,0.0,0.0,3
overrigid,0.0,1.0,0.0,0.0,3
overrigorous,0.0,1.0,0.0,0.0,3
overscrupulous,0.0,1.0,0.0,0.0,3
oversensitive,0.0,1.0,0.0,0.0,3
oversentimental,0.0,1.0,0.0,0.0,3
overserious,0.0,1.0,0.0,0.0,3
oversevere,0.0,1.0,0.0,0.0,3
overslow,0.0,1.0,0.0,0.0,3
oversolicitous,0.0,1.0,0.0,0.0,3
overspeedy,0.0,1.0,0.0,0.0,3
overstepping,0.0,1.0,0.0,0.0,3
overstrict,0.0,1.0,0.0,0.0,3
overstudious,0.0,1.0,0.0,0.0,3
oversubtle,0.0,1.0,0.0,0.0,3
oversuspicious,0.0,1.0,0.0,0.0,3
overtalkative,0.0,1.0,0.0,0.0,3
overthoughtful,0.0,1.0,0.0,0.0,3
overtolerant,0.0,1.0,0.0,0.0,3
overtrained,0.0,1.0,0.0,0.0,3
overtrusting,0.0,1.0,0.0,0.0,3
overvaliant,0.0,1.0,0.0,0.0,3
overviolent,0.0,1.0,0.0,0.0,3
overwary,0.0,1.0,0.0,0.0,3
overweening,0.0,1.0,0.0,0.0,3
overwhelmed,0.0,0.0,1.0,0.0516,4
overwomanly,0.0,1.0,0.0,0.0,3
overworked,0.0,1.0,0.0,0.0,3
overzealous,0.0,1.0,0.0,0.0,3
pacifistic,0.0,1.0,0.0,0.0,3
pacifying,0.0,1.0,0.0,0.0,3
painstaking,0.0,1.0,0.0,0.0,3
pandering,0.0,1.0,0.0,0.0,3
panicky,1.0,0.0,0.0,-0.3612,2
paranoid,1.0,0.0,0.0,-0.25,2
parasitic,0.0,1.0,0.0,0.0,3
parental,0.0,1.0,0.0,0.0,3
parsimonious,0.0,1.0,0.0,0.0,3
participative,0.0,1.0,0.0,0.0,3
particular,0.0,1.0,0.0,0.0,3
partisan,0.0,1.0,0.0,0.0,3
passionate,0.0,0.0,1.0,0.5267,5
passionless,1.0,0.0,0.0,-0.4404,1
passive,0.0,0.0,1.0,0.2023,4
paternal,0.0,1.0,0.0,0.0,3
pathetic,1.0,0.0,0.0,-0.5719,1
patient,0.0,1.0,0.0,0.0,3
patriarchal,0.0,1.0,0.0,0.0,3
patriotic,0.0,1.0,0.0,0.0,3
patronizing,0.0,1.0,0.0,0.0,3
peaceful,0.0,0.0,1.0,0.4939,5
peacemaking,0.0,0.0,1.0,0.4019,5
peculiar,0.0,0.0,1.0,0.1531,4
pedagogical,0.0,1.0,0.0,0.0,3
pedantic,0.0,1.0,0.0,0.0,3
pedestrian,0.0,1.0,0.0,0.0,3
peevish,0.0,1.0,0.0,0.0,3
penetrative,0.0,1.0,0.0,0.0,3
penitent,0.0,1.0,0.0,0.0,3
penny-wise,0.0,1.0,0.0,0.0,3
pensive,0.0,0.0,1.0,0.0772,4
peppery,0.0,1.0,0.0,0.0,3
peppy,0.0,1.0,0.0,0.0,3
perceiving,0.0,1.0,0.0,0.0,3
perceptive,0.0,1.0,0.0,0.0,3
perfectionistic,0.0,0.0,1.0,0.1779,4
peripatetic,0.0,1.0,0.0,0.0,3
perky,0.0,1.0,0.0,0.0,3
persecuting,1.0,0.0,0.0,-0.3612,2
persecutive,0.0,1.0,0.0,0.0,3
persevering,0.0,1.0,0.0,0.0,3
persistent,0.0,1.0,0.0,0.0,3
personable,0.0,1.0,0.0,0.0,3
perspectiveless,0.0,1.0,0.0,0.0,3
perspicacious,0.0,1.0,0.0,0.0,3
persuadable,0.0,1.0,0.0,0.0,3
persuasive,0.0,1.0,0.0,0.0,3
pert,0.0,1.0,0.0,0.0,3
perturbable,0.0,1.0,0.0,0.0,3
perverse,1.0,0.0,0.0,-0.4215,1
perverted,1.0,0.0,0.0,-0.5423,1
pesky,1.0,0.0,0.0,-0.296,2
pessimistic,1.0,0.0,0.0,-0.3612,2
petty,1.0,0.0,0.0,-0.2023,2
petulant,0.0,1.0,0.0,0.0,3
philandering,0.0,1.0,0.0,0.0,3
philanthropic,0.0,1.0,0.0,0.0,3
philosophical,0.0,1.0,0.0,0.0,3
philosophizing,0.0,1.0,0.0,0.0,3
phony,0.0,1.0,0.0,0.0,3
physical,0.0,1.0,0.0,0.0,3
picky,0.0,1.0,0.0,0.0,3
piggish,0.0,1.0,0.0,0.0,3
pigheaded,0.0,1.0,0.0,0.0,3
pioneering,0.0,1.0,0.0,0.0,3
pious,0.0,1.0,0.0,0.0,3
pithy,0.0,1.0,0.0,0.0,3
pitiless,1.0,0.0,0.0,-0.4215,1
placating,0.0,1.0,0.0,0.0,3
placid,0.0,1.0,0.0,0.0,3
plain,0.0,1.0,0.0,0.0,3
plain-dealing,0.0,1.0,0.0,0.0,3
plain-spoken,0.0,1.0,0.0,0.0,3
planful,0.0,1.0,0.0,0.0,3
planless,0.0,1.0,0.0,0.0,3
platitudinous,0.0,1.0,0.0,0.0,3
playful,0.0,0.0,1.0,0.4404,5
pleasant,0.0,0.0,1.0,0.5106,5
pleased,0.0,0.0,1.0,0.4404,5
pleasing,0.0,0.0,1.0,0.5267,5
pleasure-loving,0.0,1.0,0.0,0.0,3
pleasure-seeking,0.0,1.0,0.0,0.0,3
pliable,0.0,1.0,0.0,0.0,3
pliant,0.0,1.0,0.0,0.0,3
plodding,0.0,1.0,0.0,0.0,3
plotting,0.0,1.0,0.0,0.0,3
plucky,0.0,1.0,0.0,0.0,3
poetic,0.0,1.0,0.0,0.0,3
poised,0.0,0.0,1.0,0.25,4
polemical,0.0,1.0,0.0,0.0,3
polished,0.0,1.0,0.0,0.0,3
polite,0.0,1.0,0.0,0.0,3
political,0.0,1.0,0.0,0.0,3
pompous,0.0,1.0,0.0,0.0,3
ponderous,0.0,1.0,0.0,0.0,3
pontifical,0.0,1.0,0.0,0.0,3
pooh-poohing,0.0,1.0,0.0,0.0,3
poor,1.0,0.0,0.0,-0.4767,1
popular,0.0,0.0,1.0,0.4215,5
posed,0.0,1.0,0.0,0.0,3
positive,0.0,0.0,1.0,0.5574,5
possessive,1.0,0.0,0.0,-0.2263,2
pouty,0.0,1.0,0.0,0.0,3
powerful,0.0,0.0,1.0,0.4215,5
practical,0.0,1.0,0.0,0.0,3
pragmatic,0.0,1.0,0.0,0.0,3
praising,0.0,0.0,1.0,0.5423,5
prankish,0.0,1.0,0.0,0.0,3
prayerful,0.0,1.0,0.0,0.0,3
preaching,0.0,1.0,0.0,0.0,3
preachy,0.0,1.0,0.0,0.0,3
precise,0.0,1.0,0.0,0.0,3
precocious,0.0,1.0,0.0,0.0,3
precondemning,0.0,1.0,0.0,0.0,3
predatory,0.0,1.0,0.0,0.0,3
